,Job_Title,Job_Type,Company,Location,Remote,Salary,Summary
117,Category/Space Planning Analyst,Full-time,"Core-Mark International, Inc.","Calgary, AB",False,,"Core-Mark is one of the largest marketers of fresh, food, and broad-line supply solutions to the convenience retail industry in North America. Founded in 1888, Core-Mark, part of Performance Food Group’s family of companies, offers a full range of products, marketing programs, and technology solutions in the U.S. and Canada. At Core-Mark, you will discover a culture that enables you to grow, challenges you to achieve, and embraces you as family. Show us your power and come explore your opportunities with Core-Mark. THE POWER OF ONE. STRENGTHENED BY ALL. Position Summary: The Category/Space Planning Analyst is responsible for providing analysis utilizing multiple data sources to create optimized assortments for specified categories as well as merchandising the data in planogram form for Core-Mark Center of Excellence customers. Responsibilities: Through data analysis, the Category/Space Planning Analyst will highlight localized assortment differences, regional trends, assortment gaps and new product opportunities. Will develop clear and concise category assortment strategies to improve process efficiencies. Identify planogram merchandising standards and requirements per category. Utilize Blue Yonder Space Planning and Assortment Optimization software to: Produce best in class planogramming strategies and merchandising principles. Develop reports, highlights and customized planograms. Work closely with Category Managers/Directors, along with vendor partners, and customers to finalize both corporate and customer facing planograms. Coordinate with category representatives to gain critical category insights. Maintain Corporate program tracking & communication Requirements: Statistics or related discipline; or commensurate experience. Experience with analyzing large data sets. Blue Yonder Space Management software suite: Floor Planning, Open Access and Assortment Optimization a plus. SQL experience a plus. Excellent presentation, written and verbal communication skills. Strong organizational and time management skills with the ability to prioritize projects. Retail, CPG, C-store experience a plus. Core-Mark Benefits: At Core-Mark, we know your power comes from your overall well-being and the well-being of your family. That’s why we offer a comprehensive benefits package that supports the health of you and your family. As a part of our family, your benefit offerings include: Highly Competitive Medical, Dental, & Vision Coverage Health Savings & Flexible Spending Accounts Core-Benefits: Life, Disability, & Employee Assistance Program all paid for by Core-Mark Work/Life Balance: Sick Leave, Vacation Time, Holidays, & Tuition Reimbursement Financial Wellness: 401(k) Plan, Group Voluntary Benefits, Pet Insurance, Commuter Benefit, Employee Discounts, & Scholarship Opportunities for children of employees"
118,Business & Data Analyst,Full-time,Hexagon,"Calgary, AB",False,,"Overview: Business & Data Analyst Are you an enthusiastic and experienced Business Analyst with drive to solve real business problems with practical solutions? Are you passionate about leveraging technologies and processes to improve the way we work? Are you eager to help us use data in making better decisions? If this is you, please apply to join our talented team in driving digital transformation for our business. Reporting to the Director of Business Systems Development, you will interact with key business teams (primarily sales and marketing) while supporting, improving, and extending our business system capabilities across our autonomy and positioning portfolio. This is a fantastic opportunity to join a dynamic, fast-paced, highly collaborative team in driving tangible and measurable results. You will have high visibility while making a large impact for our business partners. Come see why we are recognized as one of Alberta's Top 75 Employers in 2020! The Company : Hexagon is a global leader in digital reality solutions, combining sensor, software and autonomous technologies. We are putting data to work to boost efficiency, productivity, quality and safety across industrial, manufacturing, infrastructure, public sector and mobility applications. You’ll be joining over 22,000 people in 50 countries on the leading edge of your field. This position is with Hexagon’s Autonomy & Positioning division, a global technology leader, pioneering end-to-end solutions industry leaders rely on for assured positioning and autonomy on land, sea and air. Our work touches every aspect of life, from sustainability on Earth to enabling autonomy. Within the Autonomy & Positioning division your work will contribute to the operation of our brand(s) NovAtel, AutonomouStuff, VERIPOS and Antcom. The Location: Hexagon is a global company with locations around the world. This position is based in Calgary, AB. Responsibilities: As a Business and Data Analyst, you will: Engage with business teams to understand their needs and processes Become the primary liaison between business stakeholders and the technical team Manage customer relationships and expectations by developing a communication process to keep others up-to-date on project results Assume primary BA role for key, strategic projects; driving requirements, scope, acceptance planning and change management Work collaboratively with other team members and stakeholders to improve our systems, capabilities, and processes Help to define and evolve our Business Intelligence and data analytics competency and capabilities Act as the primary point of contact for second level support, using your broad system knowledge to triage and dispatch customer concerns Provide mentorship and guidance to more junior members of the team Qualifications: Must-Have: Bachelor’s degree in Computer Science or similar, with a minimum of 5 years industry experience Demonstrated excellence in requirements solicitation and translation into effective stakeholder and system level requirements Excellent communicator, comfortable engaging with people at all levels of the organization Effective in capturing current state and conveying future state process and design Demonstrated proficiency in data analysis, report design and development Solid understanding and experience with relational databases like SQL Server or Oracle, ability to write sophisticated queries and perform data analysis Owns the outcome by taking personal accountability for delivering strong results Key Success Factors: Strong understanding of Agile & Scrum methodologies Strong understanding of software development process & lifecycle Nice-to-Have: Experience with Business Intelligence tools/capabilities Experience with Customer Resource Management (CRM) tools and processes Experience with Customer Issue Management tools and processes Experience with Salesforce.com Experience working with geographically disperse teams"
119,Senior Market Research Analyst,,SAIT Polytechnic,"Calgary, AB",False,6284.25,"SAIT’s Business Intelligence and Analytics department supports the institution with market intelligence and business analysis. Our unique in-house research team, through consultation and the study of industry changes, labour markets and SAIT’s programming and products, helps inform essential business decisions. The Opportunity At the Southern Alberta Institute of Technology (SAIT), we are the shapers. The makers. The originals, driven by a passion for excellence and results that count. We offer action-based learning, solution-focused research and enterprising collaborations with partners from around the world. We are a global leader in applied education, an Alberta Top Employer and a destination workplace empowering people to make a difference in the lives of students. Now is an exciting time to join this one-of-a-kind place … SAIT. Business Intelligence and Analytics creates and oversees institution-wide business intelligence and market research strategies. The Business Intelligence and Analytics team plays an important role at SAIT by conducting research, gathering industry insights and measuring student and customer perceptions to directly support and inform strategic business decisions. Information and analytics are utilized to develop business cases to back institutional investments in support of student success. Reporting to the Manager, Market Research and Product Support, the Senior Market Research Analyst designs, implements and conducts major market research and feasibility studies. This will include conducting primary research using a variety of market research techniques as well as analyzing secondary research. The information collected is used in the decision making process at various levels within the SAIT organization. Research studies are conducted for all areas of SAIT and they encompass a comprehensive evaluation of all issues addressed in the research. The ideal applicant will possess a professional record of accomplishment in market research work, with emphasis on assessment methods, both quantitative and qualitative The Role Determine the appropriate research methodology based on project objectives; devise sampling methods, and design instruments for primary research. Responsible for managing all aspects of market research process, including questionnaire design, data collection, statistical analysis and presentations of the results. Develop moderator guides and recruitment guidelines for focus groups, moderate groups as well as write reports for key stakeholders. Responsible for trend analysis and reporting on a variety of primary and secondary research initiatives such as Satisfaction Surveys, Customer Behaviour surveys and reports, including 3rd party reports. Program and launch surveys using the SAIT Insights research panel as well as other online survey software tools. Manages SAIT Insights research panel including recruitment strategies, panel health monitoring and purging of inactive panelists. Assist with the implementation and management of a student assessment tool. Responsible for conducting competitive scans and analysis as well as market scans as they relate to post-secondary education and SAIT programming. Identify market and industry needs and future trends to assist with development of new SAIT program offerings Conduct research related to the Program Quality Assessment process of SAIT programs. Responsible for maintaining quality control and data integrity. Contributes to the annual market research plan and provides recommendations with respect to potential research initiatives and directions, and methodological improvements. Generate ideas for improving SAIT from the perspective of an unbiased consultant. Keep abreast of current trends in education as they relate to SAIT. Respond to ad hoc inquiries for information and analysis of issue from SAIT’s community. Qualifications The minimum level of education required is a Bachelor’s or Master’s Degree with an emphasis on analytical thinking. Preference for those with courses in market research, statistical analysis, data analytics, economics or social sciences. Minimum of 5 years related experience, preferably in a client service capacity, with a professional record of accomplishment in market research work. Advanced knowledge using SPSS statistical software, Excel and PowerPoint. Proficient in online survey programming and study management. Strong problem solving and analytical skills, with ability to synthesize, interpret, analyze and report on data findings. Extensive experience and creativity in reports creation and presentation of data to various audiences. Excellent project management, administrative, and organizational skills, with ability to balance competing priorities. A serious interest in both the educational field and in market research is fundamental in keeping abreast of current issues. Focus group moderator skills would be a definite asset. Experience and/or working knowledge of market research panel management would be an asset. Experience and/or working knowledge of business intelligence tools like Tableau would be an asset. Highly motivated individual, with a strong sense of responsibility, and a high level of integrity. Classification: Research Officer II # of Position: 1 Hours Per Week: 36.25 Salary Range: $72,098 - $78,724 Position closing date: Until suitable candidate is found About SAIT SAIT is a global leader in applied education. Named one of Alberta’s Top Employers, we offer the chance to work with a purpose — preparing the next generation of industry leaders, entrepreneurs, advocates and explorers. Building on our 100+ year history, we’re looking for innovative, bold and collaborative employees who embrace change and deliver world-class customer experiences. Your future starts now at SAIT. Equity, diversity and inclusion (EDI) is essential to achieving SAIT’s vision to be a global leader in applied education. It creates the conditions for a healthy campus where everyone feels welcome, respected and empowered to succeed. SAIT values fairness, shared accountability and the importance of representation. The institution expects a commitment from its students and employees to continuously develop an equitable and inclusive mindset that celebrates diverse experiences and perspectives. Learn more about EDI at SAIT. For information on the collection and use of your personal information, please see our Privacy Policy. BEWARE FALSE POSTINGS AND RECRUITING OFFERS SAIT has been made aware of individuals or organizations posing as SAIT using false postings to attract job seekers and collect personal information. Please be aware that SAIT will never request sensitive personal information beyond what is required for an application. Career opportunities at SAIT will always be posted on the SAIT career site and we encourage applicants to only apply directly through there. When your application is completed you will receive an email confirmation, if you did not receive one please check your junk mail or try applying through the SAIT career page again."
120,Business Systems Analyst,Full-time,Rural Municipalities of Alberta (RMA),"Nisku, AB",False,,"The Position RMA is looking for a Business Systems Analyst to play a key role in the continued development of our systems and processes. RMA is experiencing exciting growth in our business services areas and are looking for an energetic team player who loves the challenge of working with operational experts to develop and integrate foundational systems for the organization. RMA supports professional development for its team members, encouraging career growth. As a Business Systems Analyst, you will be responsible for providing technical expertise building and implementing business solutions - toward realizing value through levering tools including, but not limited to, SharePoint and the Power Platform (Power Apps, Power Automate, Power BI). You would strive for continuous improvement of business processes, incorporate, and integrate existing emerging technologies, enable strong team foundations through leadership, and communicate effectively across all stakeholder levels. Roles and Responsibilities The key responsibilities for this position are as follows: Maintain a deep and current understanding of end-user-facing cloud technologies and collaboration tools including M365, CRM Dynamics, Power Apps, Power Platform, Power BI, Dataverse, SharePoint and others. Develop and maintain visual reports, dashboards and KPI scorecards using SSRS, Power BI, and Excel as required. Create databases and manage database models. Collect, analyze, and refine AI modelling tools, including developing models for categorization of data, form processing, and entity extraction. Interpret stakeholder business needs and translate them into application and operational requirements. Elicit business requirements for new processes using business analysis elicitation techniques such as requirements workshops, business process analysis, use case creation, data analysis, etc. Liaise with multiple business units, technology teams and support teams to identify requirements, best practices, interdependencies, and opportunities for improvements. Translate requirements to User Stories and create other artifacts (process flow, data model, use cases, etc.,) that provide clarity to the requirements. Design the solution for software products such as SharePoint and D365, keeping with the solution architecture and technical roadmap. Establish and clearly document requirements, develop use cases, and test plans, and create end-user documentation and training materials and demonstrations. Qualifications Post-secondary Diploma in the field of computer science, business administration or another related Information Technology discipline with four (4) years of related Business Analysis experience on information technology and business projects: or Post Secondary Degree with two (2) years of related experience. 2+ years of demonstrated Power Platform Experience (Power BI, Power Automate, Power Apps) ranging from development concepts, governance, creation, monitoring, and maintenance. High proficiency in M365. Certification in the MS Power Platform, SharePoint, Dynamics 365, Dynamics GP, and/or Application security would be considered an asset. Experience with Change Management and/or Project Management. Excellent written, oral, and listening communication skills, and exceptional organizational and planning skills. Manages multiple priorities in a fast-paced and changing environment while able to quickly analyze problems to reach a conclusion. Able to and enjoy working in a team environment including keeping others appropriately informed. Must be eligible to work in Canada. Compensation Commensurate on experience, post-secondary education (degree/diploma), and determined according to the current RMA salary grid. Job Types: Full-time, Permanent Benefits: Company pension Dental care Disability insurance Employee assistance program Extended health care Life insurance On-site parking Paid time off Vision care Wellness program Schedule: Monday to Friday Application question(s): 2 + years hands-on Power BI Experience Education: Secondary School (required) Experience: Business Analysis: 4 years (required) Application deadline: 2022-07-15Expected start date: 2022-08-15"
121,ERP Analyst,Full-time,BGE Indoor Air Quality Solutions Ltd.,"Calgary, AB",True,,"Do you want to work for a company that safely delivers clean, healthy indoor air environments? Do you encompass and live our core values of: Together we are Better, Striving for Excellence, and Be the Experts? BGE provides services and products to organizations that care about clean air. Through its focus on strong customer relationships and an integrated service and product offering, BGE delivers industry knowledge and technical and advisory support, enabling organizations to safely build and maintain clean, healthy indoor air environments. Job title: ERP Analyst Job type: Full time, permanent Location: Edmonton or Calgary preferred, with ability to work from home. Job overview: The ERP Analyst is primarily responsible for Developing, implementing, maintaining and supporting AX\D365 ERP systems and acting as the first point of contact for all ERP related issues. Reports to: Director of Information Solutions Tasks, duties and responsibilities: Facilitate the successful migration from Dynamics AX to Dynamics 365, and integrated solutions, to enhance business functionality and overall performance Support existing Dynamics AX environment while transitioning to D365 Work with key stakeholders within all business functions to align technology solutions with business strategies Assist with the ongoing design, configuration support and testing of the ERP system Train users on D365 and system functionality and create and provide knowledge transfer documentation Document the organization’s business or processes or systems, assessing its integration with technology to help in guiding businesses in improving processes, products, services and software through data analysis Collaborate with internal end-users (data owners and department managers) and senior management to identify valid business needs for information, reporting, analytics, and data integration. Resolve data integrity issues, ensuring accurate and detailed testing of problems/solutions are done. Recommend/develop solutions to meet ongoing requirements and paths for improvement Help identify and gather requirements for 3rd party applications and helps to develop strategies for implementing them into our environment Facilitate all data inquiries, import and export requests, including ad-hoc and data analytic reports via Microsoft Excel, SQL, Power BI or similar tools as appropriate Knowledge, skills, abilities and other competencies: Degree/Diploma in a technical discipline 3-5 years of related business systems analyst experience within an MS Dynamics environment (AX\D365) 3+ years of progressively responsible experience in applications and systems support, documenting requirements, as well as business process mapping and analysis Strong knowledge and skillset with commonly used databases, analysis, and programming (eg. SQL, CRM, Data lake, R). 3+ years of progressively responsible experience in applications and systems support, documenting requirements, as well as business process mapping and analysis A comprehensive understanding of enterprise business applications and software standings. Good communication, customer service and presentation skills. Strong organizational and time management abilities. Excellent problem-solving skills. Strong knowledge of Microsoft Excel and Business Intelligence reporting tools Ability to occasionally travel. What we offer: Competitive compensation Benefits package and RRSP matching program Supportive work environment Opportunities for training and development BGE hires on the basis of merit and is committed to employment equity. We encourage all qualified persons to apply. While we sincerely appreciate every application received, only those candidates selected for an interview will be contacted."
122,Business Analyst,Permanent,ATCO Ltd,"Edmonton, AB",False,,"Great Opportunities. Great People. One Company, Infinite Possibilities. COVID-19 Information: ATCO is committed to providing and maintaining a safe environment for our employees, contractors, partners, and customers. As part of this unwavering commitment to safety, all ATCO employees and contractors are required to be fully vaccinated. Always there. Anywhere. That's us! We are committed to delivering inspired solutions for a better world. We care about our communities, we care about each other, and we care about showing up for those who need us. We value and encourage different perspectives and we have the courage to do the right thing, even when it's hard. DESCRIPTION: Reporting to Manager, Fleet Services, this role will be part of the Common Services team, working with key stakeholders to deploy and optimize fleet software tools and dashboards to provide key insights that drive the businesses forward. This role will also perform and manage data analyses and validation processes. We're looking for someone who cares about their work, strives for more each day, challenges the status quo, embraces change, and thrives in a collaborative work environment. If you approach work with passion, curiosity, and the courage to innovate, then this role is for you. WHAT YOU GET TO DO: Design and manage tools and techniques to validate and reconcile data. Develop and maintain high-performance data visualizations, reports, dashboards, and provide ad hoc reporting. Identify and implement reporting process improvements through optimized utilization of reporting systems and tools. Maintain reporting procedures and provide required reports as needed. Collaborate across multiple business units to understand, inform, and implement improvements. Seek input from various stakeholders throughout the organization. Perform on-going analysis of ATCO's fleet operations, suggest continuous improvement measures, and work with the ATCO operators during implementation. Assist in developing operating standards, processes, and procedures, and provide expert support during the implementation to ensure ATCO's compliance with provincial and federals codes and regulations, industry best practices and ATCO's contractual obligations. Establish and maintain positive working relationships with partners, clients, vendors, and sub-contractors to attain goals. Lead initiative meetings with internal and external stakeholders and monitor and support the project's ongoing progression. Monitor initiative performance through regular reviews of functional schedules, project efficiencies and budget KPIs. Develop and manage initiative schedule, budget, and scope while identifying risks, changes, and impacts. Develop system integrations and automation that drives overall software and reporting efficiencies. WHO YOU ARE: A post-secondary diploma in business analysis, business or computer sciences from a recognized institute. A minimum of five (5) to seven (7) years project management related work experience. Knowledge in Maximo, Oracle Cloud Solutions, or Primavera is an asset. PMP® or CBAP® certification preferred. Self-motivated with strong analytical and problem-solving skills. Demonstrated skills in organization, time management, and prioritization. Ability to work independently, set priorities, and meet customer needs. Proficiency with Microsoft Office and advanced PowerBI, PowerQuery, and Excel. Exceptional interpersonal and communication skills. Experience in using and maintaining a Computerized Maintenance Management System (CMMS) such as Maximo. Experience with Oracle, Oracle Fusion or Oracle Primavera. Proven leadership, business acumen, analytical capabilities, communication and negotiation skills. WHAT WE OFFER: A culture based on caring, integrity, agility, collaboration, and striving for excellence. Competitive compensation. Flex benefits. Tuition assistance program. Training and mentorship programs. Charitable donation matching. We would like to thank everyone for their application; however, only those being considered for an interview will be contacted. CU Inc. is part of ATCO Ltd. ATCO delivers inspired solutions for a better world. We are a diversified global corporation with investments in the essential services of Structures & Logistics, Utilities, Energy Infrastructure, Retail Energy, Transportation and Commercial Real Estate. Learn more about how we build communities, energize industries and deliver customer-focused solutions like no other company in the world at www.atco.com. ATCO is proud to be an equal opportunity employer. Visit our website for more information."
123,Data & Reporting Analyst,Full-time,Nude Solutions,"Calgary, AB",False,,"Data & Reporting Analyst Hey, it’s so nice to meet you! We’re Nude Solutions – and our team is on a mission to empower insurance with our cloud-based, API-driven platform that is (positively!) disrupting the insurance industry as we know it. We’ve developed a simple, but powerful, solution that allows brokers, agents, managing general agencies, mutuals, and insurers to transform their businesses and achieve our vision of delivering the best insurance experience in the world. As Nude Solutions’ Data & Reporting Analyst you will focus on applying data mining techniques, doing statistical analysis and building high quality prediction systems integrated with our products. With your ability to use your experience to implement database design and architecture, we’re already so excited about the things we’re going to accomplish together. What you’ll do: Strong advocate of data governance by ensuring data accuracy, integrity, and security Support software developers and data team with the implementation of data requirements Build and manage data warehouses, data marts, and ETL processes Develop engaging and intuitive BI reports and dashboards using Power BI Assemble large and complex datasets for ad-hoc reports and requests Develop a deep understanding of our data model and the insurance industry What you’ll need to succeed: Solid understanding of database design and architecture including an understanding of dimensional and relational data modeling concepts In-depth working knowledge and experience with relational databases and SQL query authoring Experience with SQL Server development tools including Azure SQL tools Experience with the implementation of analytic solutions Experience with reporting tools such as the Power BI & Power Query Intermediate experience with ETL/Integration tools such as SSIS Knowledge of continuous delivery/integration methods in an Azure Devops environment Experience with Excel (Power Query, formulas, VLOOKUPs, Pivot Tables, macros, etc.) Insurance Industry software experience is an asset Excellent communication skills and willingness to collaboratively work in a fast-paced Agile environment Strong analytical and problem-solving skills University degree in the following disciplines Engineering, Mathematics, Statistics, Computer Science, Data Analytics, or Data Science You’re going to love it here. We’re more than just a workplace. We’re a community. Nude Solutions is a place where you can be who you want to be, work on projects you’re passionate about, and grow organically into your dream career with the support of an amazing team cheering you on every step of the way. If all that isn't enough, here are just a few more fabulous things we offer: Competitive salaries and extended health, dental and vision plan Annual professional development allowance Share Appreciation Rights program that gives you skin in the game Community and charity partner volunteer program Team building and bonding events A deliciously stocked beverage fridge That's it! If you like what you see, you know what to do (apply) - we can’t wait to meet you!"
124,"Senior IT Business Analyst, Data Lab",Full-time,Intact,"Calgary, AB",False,,"Who needs insurance? Everybody. That keeps us busy. Very busy. At the Intact Lab, we use machine learning, data science, software engineering, AI, agility, UX and design thinking to transform the customer experience for millions of Canadians. Simplifying insurance takes creativity, empathy and hard work. We explore, take risks, make mistakes, and learn all day, every day Here, innovation is everyone's job. Ready to make your mark? A career in insurance has never been this exciting. About the role As the BA in the Data Lab, you’ll play a lead role in various initiatives to lead the team, represent EDP DevOps team in various forums and coordinate with other stakeholders, families and project teams, document requirements, define process and collaborate on multiple activities while building and keeping a full view of project delivery and platform support. What you will be doing: Work closely with varies project teams to understand, document the requirements for the EDP DevOps team Continuously working with stakeholders to analysis and improve the maturity of the various processes. Coordinate among project teams, platform support team related to the incident management, change management and release management. Lead / participate in solution workshops to specify IT solutions, after consulting with all stakeholders. Collaborate between DevOps and Architect team to come up with the right solution. Support the development of solutions and the perform analysis. Work closely with Product Owner and Scrum Master to prioritize, write user stories, use cases, groom product and sprint back log with the team. Analyse and produce reports as needed. Ensure proactive and effective communication at all levels. Qualifications Bachelor's degree in a related field 3 to 8 years of experience in analysis (Business, Functional, Information) Mastery of JIRA & Confluence Knowledge of ITSM and SDLC methodologies (Agile, Waterfall, ITIL, SDLC, SCRUM, Kanban). Strong knowledge of Power BI, PowerPoint and other reporting tools. Knowledge of writing user stories, understanding business priorities and sizing of user stories. A self-starter, who can drive and follow through the initiatives from the beginning to the end. Excellent communication skills, spoken and written. Bi-lingual is a strong asset. Here are a few reasons why others have joined our team: An award-winning, inspiring workplace that supports its people and recognizes great work Stimulating, challenging projects and development opportunities to help you grow your skills and career A comprehensive financial rewards program that recognizes your success An extensive, flexible benefits package An industry leading Employee Share Purchase Plan where we match 50% of net shares purchased A $350 annual wellness account that promotes an active lifestyle Flexible Work Arrangements We’re proud to support a flexible hybrid approach which gives everyone the best of both worlds. While there are no minimum or maximum time requirements, each team’s need for in-person connections will be different and there will be times you’ll join your colleagues at the office. #hybrid Closing Statement We are an Equal Opportunity Employer If we can provide a specific adjustment to make the recruitment process more accessible for you, please let us know when we reach out about a job opportunity. We’ll work with you to meet your needs. Click here to review other important information about the hiring process, including background checks, internal candidates, and eligibility to work in Canada. LinkedIn Sponsored Tag #LI-IT LinkedIn Sponsored Location #LI-Hybrid"
125,Business Analyst (CDR-CP33-010),Full-time,Bethany Care Society,"Calgary, AB",False,,"About Bethany For 75 years, Bethany has been improving the lives of Alberta seniors and adults with disabilities by providing housing, health and community services that honour their spirit and individuality. Why Bethany? We are looking for individuals who want to feel connected to their community in a person-centered organization. Bethany has consecutively won Top Employer, 13 years in a row for the programs we invest in for our employees. Bethany offers top-up for parental leaves, generous vacation and leave time, competitive salaries, benefits and retirement savings programs. We are committed to employee well-being and giving back to our community. We invest in our people because they are the reason for our success. For more information, check out this video about Working at Bethany Business Analyst - Quality and Resident Safety Summary Reporting to the Director Quality and Resident Safety, the Business Analyst is responsible for leading data management, analysis and reporting activities that assist with the evaluation and monitoring of continuing care operational processes. This integral role supports the achievement of safer, higher quality client experiences. The Business Analyst will work to maximize the benefits achieved from Bethany’s Integrated Quality Management System to ensure quality and safety risks are monitored and addressed, through continuous quality improvement as evidenced by resident, family and staff experiences. In successful candidate will possess excellent organization skills, with the ability to manage multiple tasks while handling shifting priorities, be able to collaborate with diverse stakeholder groups and possess proactive problem-solve skills that assist in delivering effective business solutions. Duties and responsibilities Data management, analysis and reporting activities that assist with the evaluation and monitoring of continuing care programs/services and health technology initiatives Conducting business analysis and research to identify key metrics and opportunities for improvement gathering and documenting business requirements and ensuring all continuing care operational standards are met. Assist in the development, operational delivery and implementation of care service technologies for the organization. Responsible for care technology communications with stakeholders, user acceptance test planning and execution, user documentation and training. Responsible to develop processes and procedures to ensure business solutions meet strategic goals. Provide advice on health information systems strategy, policy, management, security and service delivery Collaborate with stakeholders across the organization to understand the structure, polices and operations of the organization and recommend solutions and strategies to achieve its goals. Engage with business leaders and users to understand how data-driven changes to process, services, technology can improve efficiencies and add value. Consult with key stakeholders to determine business objectives and success factors Collaborate with team members to collect, analyze, and evaluate information from multiple sources Collaboration with financial and IT teams to establish initiatives and strategies to improve reporting and to optimize costs Qualifications Education & Professional Designation Bachelor’s Degree in Business, Management or Information Technology. Master’s degree would be an asset Experience Minimum of three to five years of recent experience as a business analyst, preferably in the health care sector Demonstrated understanding of change dynamics and change management processes (e.g. Prosci certification); project management experience Knowledge and experience working with senior decision makers Knowledge, Skills and Abilities Project management experience across multiple sites including change management and system level evaluation Ability to utilize analytical and conceptual thinking in the identification and resolution of issues Demonstrated knowledge of business concepts (organization structure and design, business processes, communication planning) Proficiency in the Microsoft suite software package required, and experience in Visio is an asset Working knowledge of SQL, relational databases, and basic computer science Data visualization experience not required but preferred Commitment to continuous learning, by attending and actively participating in education opportunities, learning new skills, and by actively communicating and sharing knowledge and learning experiences with co-workers. How to Apply: Like what you see and think you have what it takes to join our team? Apply Online before 23:00 on June 12, 2022 at: http://bethanyseniors.com/careers/ All applicants are thanked for their interest. Only those selected to move further in the process will be contacted. Bethany Care Society is an equal opportunity employer. Successful candidates will be required to obtain a Criminal Background Check and provide proof of all required immunizations. Bethany Care Society complies with the Personal Information Protection and Electronic Documents Act (PIPEDA). By forwarding your resume to Bethany you are consenting to the collection and use of your personal information for this job competition. Your information will be kept strictly confidential."
126,IT Business Analyst,,Flair Airlines Ltd.,"Calgary, AB",True,,"Want to be part of a team that's changing the way Canada travels? As Canada’s largest independent ultra-low-cost airline, that’s exactly what we’re doing at Flair Airlines. By consistently offering airfares that are a fraction of the ticket prices of “those other airlines”, we are making air travel an affordable option for millions of couch-bound Canadians. Yes, we’re an airline, but we truly believe that our product is our people. Low fares are important, but it takes great people delivering consistently outstanding customer-focused service to build brand loyalty. Reporting to the Manager, Airport Applications, the IT Business Analyst is responsible for enhancing the quality of IT products and services, analyzing data to inform business decisions, and finding technological solutions to business needs. The role requires expertise in both information technology and business administration and the demonstration of exceptional interpersonal skills is critical, as the IT Business Analyst will act as a communication link between the IT and other departmental groups. The IT Business Analyst will be based out of Edmonton, Alberta, with the possibility of working remotely. Primary Job Functions: The duties of the IT Business Analyst include: Liaising between the IT department and other departments. Acting as an information source and communicator between departments. Understanding strategic business needs and plans for growth. Enhancing the quality of IT products and services. Analyzing the design of technical systems and business models. Utilizing IT data for business insights. Analyzing business needs. Sourcing and implementing new business technology. Finding technological solutions to business requirements. Gather and document requirements on projects. Work closely with project manager on large projects. Participate in technical projects as a task owner. Manage small projects requiring a single resource. Assisting other IT teams as needed. Must be available to participate in rotating emergency on-call support and weekend projects. Perform other duties as assigned. Qualifications and Education Requirements: Bachelor’s degree in mathematics, information systems, business administration, or a related major; a combination of relevant education and experience considered in lieu of degree requirement. Two to five years of relevant experience; airline industry experience an asset. Demonstrated ability in the use of the Microsoft Office Suite (Word, Excel, Publisher, Outlook, and PowerPoint), and demonstrated ability to learn and implement new programs and software. Clear criminal record check. Ability to work in a high-stress, ever-changing work environment while managing multiple projects and prioritizing tasks and assignments. Strong verbal and written communication skills. Ability to solve problems. Level-headedness, calmness and the ability to think and respond appropriately in difficult situations. Demonstrated effective verbal and written communication skills. Excellent organizational skills-and a high level of attention to detail and accuracy. Flair Airlines offers a competitive compensation package including medical and dental benefits, short and long-term disability, life insurance, dependent life insurance, employee & family assistance program, a defined contribution pension plan (matched contributions), and a staff travel program. How to Apply: Please apply online directly to the posting. Applications should clearly demonstrate how your skills meet, or surpass, the requirements of the position of IT Business Analyst. Further information about the Company can be found at www.flyflair.com At Flair Airlines, we work together to promote an inclusive environment which attracts talented individuals and signals our commitment to celebrate and promote diversity. We are devoted to creating equitable, inclusive and diverse work spaces and we encourage qualified candidates from all backgrounds to apply for this role. We wish to thank everyone who applies, however, due to the number of applications received only those shortlisted will be contacted. We cannot accommodate phone inquiries. We look forward to meeting you at Flair Airlines!"
